time_period_start,price_close,price_high,price_low,price_open,time_close,time_open,time_period_end,time_period_start,trades_count,volume_traded,previous_day_price_close,daily_return_in_percentage,daily_squared_return_in_percentage
2018-12-14,0.00030973,0.00031811,0.00030271,0.00030662,2018-12-14T23:31:40.2570000Z,2018-12-14T00:02:01.8230000Z,2018-12-15T00:00:00.0000000Z,2018-12-14T00:00:00.0000000Z,299,30374.61911153,,,
2018-12-15,0.00031099999999999997,0.00031883,0.00030777,0.000315,2018-12-15T22:36:42.7470000Z,2018-12-15T00:10:39.4830000Z,2018-12-16T00:00:00.0000000Z,2018-12-15T00:00:00.0000000Z,116,6470.60771279,0.00030973,0.4091961954758361,0.16744152639189866
2018-12-16,0.0003102,0.00032505,0.00030616,0.00031083,2018-12-16T23:04:42.2170000Z,2018-12-16T01:45:51.7370000Z,2018-12-17T00:00:00.0000000Z,2018-12-16T00:00:00.0000000Z,83,18383.82141761,0.00031099999999999997,-0.2575661436795329,0.06634031836994579
2018-12-17,0.00028455,0.00031246,0.00027883,0.00031,2018-12-17T23:46:16.2400000Z,2018-12-17T00:37:14.1800000Z,2018-12-18T00:00:00.0000000Z,2018-12-17T00:00:00.0000000Z,230,36429.62420018,0.0003102,-8.630826569330452,74.49116726986045
2018-12-18,0.00027441,0.00029181,0.00027269,0.00028455,2018-12-18T23:58:11.3470000Z,2018-12-18T02:10:35.6230000Z,2018-12-19T00:00:00.0000000Z,2018-12-18T00:00:00.0000000Z,113,8329.33213738,0.00028455,-3.6285646712750363,13.166481573625312
2018-12-19,0.00027262,0.00027674,0.00025493,0.00027343,2018-12-19T23:56:57.7200000Z,2018-12-19T00:00:43.5030000Z,2018-12-20T00:00:00.0000000Z,2018-12-19T00:00:00.0000000Z,310,51317.18521818,0.00027441,-0.6544454193686988,0.4282988069326721
2018-12-20,0.00024708,0.00027193,0.00024017,0.00027193,2018-12-20T23:45:28.4900000Z,2018-12-20T00:00:25.0400000Z,2018-12-21T00:00:00.0000000Z,2018-12-20T00:00:00.0000000Z,359,77253.89361064,0.00027262,-9.836671331499858,96.76010288395118
2018-12-21,0.00026077,0.00026383,0.00023966,0.00024708,2018-12-21T23:17:39.0700000Z,2018-12-21T00:45:41.3930000Z,2018-12-22T00:00:00.0000000Z,2018-12-21T00:00:00.0000000Z,212,63761.63302674,0.00024708,5.392662193341735,29.080805531497294
2018-12-22,0.00025284,0.00026389,0.00024977,0.00025782,2018-12-22T23:53:25.5770000Z,2018-12-22T00:11:18.1700000Z,2018-12-23T00:00:00.0000000Z,2018-12-22T00:00:00.0000000Z,104,22308.09571114,0.00026077,-3.088191515701766,9.53692683765237
2018-12-23,0.00025184,0.00025754,0.00024638,0.00025754,2018-12-23T22:50:56.5800000Z,2018-12-23T00:12:58.8170000Z,2018-12-24T00:00:00.0000000Z,2018-12-23T00:00:00.0000000Z,65,7353.56410211,0.00025284,-0.3962912375058636,0.15704674492392878
2018-12-24,0.00024553,0.00025129,0.00023462,0.00025,2018-12-24T23:26:54.0370000Z,2018-12-24T00:11:41.8900000Z,2018-12-25T00:00:00.0000000Z,2018-12-24T00:00:00.0000000Z,372,80060.82269738,0.00025184,-2.5374825867556794,6.438817878088294
2018-12-25,0.00026284,0.00027,0.00024925,0.00024925,2018-12-25T23:56:54.8200000Z,2018-12-25T00:14:45.1830000Z,2018-12-26T00:00:00.0000000Z,2018-12-25T00:00:00.0000000Z,548,53141.18514344,0.00024553,6.812634266818485,46.41198565342943
2018-12-26,0.00026241,0.00026986,0.00025717,0.00026569,2018-12-26T19:06:02.5400000Z,2018-12-26T00:00:29.6400000Z,2018-12-27T00:00:00.0000000Z,2018-12-26T00:00:00.0000000Z,100,13968.31021566,0.00026284,-0.1637315929793104,0.026808034539542565
2018-12-27,0.00027712,0.00027956,0.00026252,0.00026353,2018-12-27T23:34:20.4100000Z,2018-12-27T01:58:52.0270000Z,2018-12-28T00:00:00.0000000Z,2018-12-27T00:00:00.0000000Z,257,56284.82355923,0.00026241,5.454245927419699,29.748798636774367
2018-12-28,0.0002575,0.00027781,0.00025371,0.00027673,2018-12-28T23:28:20.1100000Z,2018-12-28T00:06:08.6800000Z,2018-12-29T00:00:00.0000000Z,2018-12-28T00:00:00.0000000Z,267,41527.79542173,0.00027712,-7.343090527028018,53.92097848812861
2018-12-29,0.00026625,0.00026809,0.00025394,0.00025748,2018-12-29T23:52:10.5200000Z,2018-12-29T00:00:04.1770000Z,2018-12-30T00:00:00.0000000Z,2018-12-29T00:00:00.0000000Z,130,22616.55601205,0.0002575,3.3415996919844204,11.166288501470373
2018-12-30,0.00026046,0.00026984,0.00025941,0.00026604,2018-12-30T23:36:31.3300000Z,2018-12-30T00:06:05.5000000Z,2018-12-31T00:00:00.0000000Z,2018-12-30T00:00:00.0000000Z,233,24851.47977526,0.00026625,-2.1986418484077674,4.834025977569924
2018-12-31,0.00027088,0.00027451,0.00026046,0.00026046,2018-12-31T23:32:10.3400000Z,2018-12-31T01:02:26.8300000Z,2019-01-01T00:00:00.0000000Z,2018-12-31T00:00:00.0000000Z,153,4002.60543294,0.00026046,3.9226619845267763,15.387277044851547
2019-01-01,0.00026344,0.00027397,0.00026106,0.00027077,2019-01-01T23:45:29.1770000Z,2019-01-01T00:22:59.1970000Z,2019-01-02T00:00:00.0000000Z,2019-01-01T00:00:00.0000000Z,51,1580.9521132000002,0.00027088,-2.7850280316716436,7.756381137196829
2019-01-02,0.00025719,0.00026671,0.0002524,0.00026238,2019-01-02T23:11:12.0200000Z,2019-01-02T01:51:44.5830000Z,2019-01-03T00:00:00.0000000Z,2019-01-02T00:00:00.0000000Z,74,16888.95294797,0.00026344,-2.4010526709334457,5.765053928596633
2019-01-03,0.00026381,0.00026532,0.00025632,0.0002575,2019-01-03T23:20:32.7600000Z,2019-01-03T00:32:55.8730000Z,2019-01-04T00:00:00.0000000Z,2019-01-03T00:00:00.0000000Z,83,24776.63262046,0.00025719,2.541403571165546,6.458732111532989
2019-01-04,0.0002614,0.00026766,0.00025253,0.00026438,2019-01-04T22:39:05.3730000Z,2019-01-04T00:01:47.5730000Z,2019-01-05T00:00:00.0000000Z,2019-01-04T00:00:00.0000000Z,81,16376.65455973,0.00026381,-0.9177345880308607,0.8422367740681737
2019-01-05,0.00026273,0.00026323,0.00025754,0.00025976,2019-01-05T22:54:43.2600000Z,2019-01-05T00:23:47.2930000Z,2019-01-06T00:00:00.0000000Z,2019-01-05T00:00:00.0000000Z,122,19216.82987787,0.0002614,0.5075087686945423,0.25756515030185045
2019-01-06,0.00024801,0.00026848,0.00024106,0.00026325,2019-01-06T23:57:40.0330000Z,2019-01-06T00:19:30.1570000Z,2019-01-07T00:00:00.0000000Z,2019-01-06T00:00:00.0000000Z,153,32516.11516617,0.00026273,-5.765782094437277,33.244243160533514
2019-01-07,0.0002484,0.00025051,0.00024538,0.00024657,2019-01-07T23:52:05.1930000Z,2019-01-07T00:00:29.6030000Z,2019-01-08T00:00:00.0000000Z,2019-01-07T00:00:00.0000000Z,202,56383.71595563,0.00024801,0.1571282126629825,0.02468927521466345
2019-01-08,0.00024955,0.00025441,0.00019322,0.00024975,2019-01-08T22:17:43.9600000Z,2019-01-08T00:34:45.3630000Z,2019-01-09T00:00:00.0000000Z,2019-01-08T00:00:00.0000000Z,139,25339.10081671,0.0002484,0.4618945856295298,0.21334660823387502
2019-01-09,0.00024867,0.00025114,0.00024682,0.00024961,2019-01-09T22:20:29.9830000Z,2019-01-09T00:14:02.0000000Z,2019-01-10T00:00:00.0000000Z,2019-01-09T00:00:00.0000000Z,50,3582.53650028,0.00024955,-0.3532579644074829,0.12479118941731847
2019-01-10,0.00027341,0.00029699,0.00024704,0.00024867,2019-01-10T23:49:16.2870000Z,2019-01-10T04:46:45.2070000Z,2019-01-11T00:00:00.0000000Z,2019-01-10T00:00:00.0000000Z,265,50838.25910072,0.00024867,9.484578379417385,89.95722703531172
2019-01-11,0.00027507,0.00027931,0.00027160000000000004,0.00027382,2019-01-11T23:53:41.1900000Z,2019-01-11T00:02:03.0470000Z,2019-01-12T00:00:00.0000000Z,2019-01-11T00:00:00.0000000Z,135,30186.40884885,0.00027341,0.6053110664201,0.36640148713063875
