time_period_start,price_close,price_high,price_low,price_open,time_close,time_open,time_period_end,time_period_start,trades_count,volume_traded,previous_day_price_close,daily_return_in_percentage,daily_squared_return_in_percentage
2018-12-14,8.939e-05,9.122e-05,8.838e-05,9.070000000000001e-05,2018-12-14T23:59:16.0000000Z,2018-12-14T00:00:07.0000000Z,2018-12-15T00:00:00.0000000Z,2018-12-14T00:00:00.0000000Z,2809,4028615.82276828,,,
2018-12-15,8.85e-05,8.978e-05,8.789e-05,8.945e-05,2018-12-15T23:59:38.0000000Z,2018-12-15T00:00:39.0000000Z,2018-12-16T00:00:00.0000000Z,2018-12-15T00:00:00.0000000Z,3438,2578232.85530241,8.939e-05,-1.0006267085877596,1.0012538099391732
2018-12-16,8.874e-05,9.05e-05,8.805e-05,8.851e-05,2018-12-16T23:58:02.0000000Z,2018-12-16T00:00:41.0000000Z,2018-12-17T00:00:00.0000000Z,2018-12-16T00:00:00.0000000Z,4087,3484930.88677081,8.85e-05,0.27081939368809316,0.07334314399758639
2018-12-17,9.313e-05,9.516e-05,8.805e-05,8.881e-05,2018-12-17T23:58:17.0000000Z,2018-12-17T00:00:33.0000000Z,2018-12-18T00:00:00.0000000Z,2018-12-17T00:00:00.0000000Z,8246,12042028.07662995,8.874e-05,4.8285620582802835,23.31501155066393
2018-12-18,9.574e-05,9.669e-05,9.316e-05,9.323e-05,2018-12-18T23:59:44.0000000Z,2018-12-18T00:00:10.0000000Z,2018-12-19T00:00:00.0000000Z,2018-12-18T00:00:00.0000000Z,5669,8111756.04905415,9.313e-05,2.763981743079569,7.639595076077171
2018-12-19,9.408e-05,0.0001002,9.319e-05,9.574e-05,2018-12-19T23:58:31.0000000Z,2018-12-19T00:00:11.0000000Z,2018-12-20T00:00:00.0000000Z,2018-12-19T00:00:00.0000000Z,10084,15689762.5467634,9.574e-05,-1.7490699814045385,3.0592457998504727
2018-12-20,9.188e-05,9.573e-05,9.089e-05,9.397e-05,2018-12-20T23:58:23.0000000Z,2018-12-20T00:00:12.0000000Z,2018-12-21T00:00:00.0000000Z,2018-12-20T00:00:00.0000000Z,7573,9075562.00938788,9.408e-05,-2.3662106329419785,5.598952759447679
2018-12-21,9.226e-05,9.361e-05,9.048e-05,9.196e-05,2018-12-21T23:58:12.0000000Z,2018-12-21T00:00:22.0000000Z,2018-12-22T00:00:00.0000000Z,2018-12-21T00:00:00.0000000Z,5286,7744670.75072886,9.188e-05,0.4127300308777393,0.17034607838833962
2018-12-22,9.043e-05,9.271e-05,9.005e-05,9.214e-05,2018-12-22T23:59:02.0000000Z,2018-12-22T00:00:32.0000000Z,2018-12-23T00:00:00.0000000Z,2018-12-22T00:00:00.0000000Z,2955,3678256.36611527,9.226e-05,-2.003460737728524,4.013854927619722
2018-12-23,9.329e-05,9.41e-05,9.013e-05,9.024e-05,2018-12-23T23:59:51.0000000Z,2018-12-23T00:00:33.0000000Z,2018-12-24T00:00:00.0000000Z,2018-12-23T00:00:00.0000000Z,3955,4702618.84790525,9.043e-05,3.113685022048074,9.695034416526514
2018-12-24,9.998e-05,0.00010723,9.08e-05,9.329e-05,2018-12-24T23:56:55.0000000Z,2018-12-24T00:00:05.0000000Z,2018-12-25T00:00:00.0000000Z,2018-12-24T00:00:00.0000000Z,16250,19288278.70963874,9.329e-05,6.925724501255459,47.96565986729018
2018-12-25,0.00010033,0.00010186,9.715e-05,9.994e-05,2018-12-25T23:59:32.0000000Z,2018-12-25T00:00:04.0000000Z,2018-12-26T00:00:00.0000000Z,2018-12-25T00:00:00.0000000Z,5664,7291386.76788159,9.998e-05,0.3494586952095702,0.12212137965757527
2018-12-26,9.852e-05,0.00010171,9.623e-05,0.00010036,2018-12-26T23:58:57.0000000Z,2018-12-26T00:00:52.0000000Z,2018-12-27T00:00:00.0000000Z,2018-12-26T00:00:00.0000000Z,5314,5723293.41999973,0.00010033,-1.8205179685184092,3.3142856736983957
2018-12-27,9.36e-05,9.859e-05,9.2e-05,9.858e-05,2018-12-27T23:59:53.0000000Z,2018-12-27T00:01:20.0000000Z,2018-12-28T00:00:00.0000000Z,2018-12-27T00:00:00.0000000Z,4832,6943183.07428728,9.852e-05,-5.122918976879021,26.244298843667192
2018-12-28,9.646e-05,9.841e-05,9.239e-05,9.358e-05,2018-12-28T23:59:17.0000000Z,2018-12-28T00:00:16.0000000Z,2018-12-29T00:00:00.0000000Z,2018-12-28T00:00:00.0000000Z,6084,8357646.461461,9.36e-05,3.0098031157280047,9.058914795446006
2018-12-29,9.651e-05,9.806e-05,9.470000000000001e-05,9.643e-05,2018-12-29T23:59:38.0000000Z,2018-12-29T00:00:01.0000000Z,2018-12-30T00:00:00.0000000Z,2018-12-29T00:00:00.0000000Z,3755,4958627.79343014,9.646e-05,0.05182152782179372,0.002685470745784941
2018-12-30,9.601e-05,9.65e-05,9.507e-05,9.640000000000001e-05,2018-12-30T23:56:18.0000000Z,2018-12-30T00:00:19.0000000Z,2018-12-31T00:00:00.0000000Z,2018-12-30T00:00:00.0000000Z,2293,2581148.55511638,9.651e-05,-0.5194277209511711,0.26980515729252763
2018-12-31,9.418e-05,9.734e-05,9.364e-05,9.6e-05,2018-12-31T23:55:59.0000000Z,2018-12-31T00:00:00.0000000Z,2019-01-01T00:00:00.0000000Z,2018-12-31T00:00:00.0000000Z,3539,4144700.65482121,9.601e-05,-1.9244507894123686,3.7035108408698885
2019-01-01,9.503e-05,9.625e-05,9.379999999999999e-05,9.42e-05,2019-01-01T23:59:34.0000000Z,2019-01-01T00:00:31.0000000Z,2019-01-02T00:00:00.0000000Z,2019-01-01T00:00:00.0000000Z,2016,1958927.15388549,9.418e-05,0.8984786407815193,0.8072638679406063
2019-01-02,9.564e-05,9.702e-05,9.421e-05,9.505e-05,2019-01-02T23:58:26.0000000Z,2019-01-02T00:00:38.0000000Z,2019-01-03T00:00:00.0000000Z,2019-01-02T00:00:00.0000000Z,2765,2915800.52268583,9.503e-05,0.639851136689984,0.40940947712346454
2019-01-03,9.356e-05,9.565e-05,9.307e-05,9.563e-05,2019-01-03T23:59:43.0000000Z,2019-01-03T00:02:30.0000000Z,2019-01-04T00:00:00.0000000Z,2019-01-03T00:00:00.0000000Z,1842,2159588.9435082,9.564e-05,-2.19882008741461,4.834809776817994
2019-01-04,9.300000000000001e-05,9.449999999999999e-05,9.254e-05,9.354e-05,2019-01-04T23:48:46.0000000Z,2019-01-04T00:00:17.0000000Z,2019-01-05T00:00:00.0000000Z,2019-01-04T00:00:00.0000000Z,4261,6052941.24634474,9.356e-05,-0.6003448562720948,0.36041394645236213
2019-01-05,9.241e-05,9.4e-05,9.112e-05,9.301e-05,2019-01-05T23:51:54.0000000Z,2019-01-05T00:03:46.0000000Z,2019-01-06T00:00:00.0000000Z,2019-01-05T00:00:00.0000000Z,5083,6644800.62102731,9.300000000000001e-05,-0.6364295253307617,0.40504254071273865
2019-01-06,9.03e-05,9.311e-05,9e-05,9.233e-05,2019-01-06T23:59:05.0000000Z,2019-01-06T00:00:10.0000000Z,2019-01-07T00:00:00.0000000Z,2019-01-06T00:00:00.0000000Z,6251,7968913.99897135,9.241e-05,-2.309773747700916,5.335054765568335
2019-01-07,9.059999999999999e-05,9.279999999999999e-05,8.983e-05,9.03e-05,2019-01-07T23:58:36.0000000Z,2019-01-07T00:00:52.0000000Z,2019-01-08T00:00:00.0000000Z,2019-01-07T00:00:00.0000000Z,1891,3712999.79543855,9.03e-05,0.3316752625993402,0.11000847982034129
2019-01-08,9.123e-05,9.123e-05,8.981e-05,9.059999999999999e-05,2019-01-08T23:59:59.0000000Z,2019-01-08T00:00:29.0000000Z,2019-01-09T00:00:00.0000000Z,2019-01-08T00:00:00.0000000Z,2678,4398272.70403042,9.059999999999999e-05,0.6929577308449453,0.4801904167377756
2019-01-09,9.2e-05,9.279999999999999e-05,9.047e-05,9.127e-05,2019-01-09T23:58:48.0000000Z,2019-01-09T00:00:26.0000000Z,2019-01-10T00:00:00.0000000Z,2019-01-09T00:00:00.0000000Z,2647,5102815.13635024,9.123e-05,0.8404786691658117,0.706404393322734
2019-01-10,9.059999999999999e-05,9.495e-05,8.775e-05,9.198e-05,2019-01-10T23:58:19.0000000Z,2019-01-10T00:00:22.0000000Z,2019-01-11T00:00:00.0000000Z,2019-01-10T00:00:00.0000000Z,11755,20149542.2023498,9.2e-05,-1.533436400010757,2.35142719287795
