time_period_start,price_close,price_high,price_low,price_open,time_close,time_open,time_period_end,time_period_start,trades_count,volume_traded,previous_day_price_close,daily_return_in_percentage,daily_squared_return_in_percentage
2018-12-14,0.026000000000000002,0.02630462,0.025865,0.02612355,2018-12-14T23:58:38.0000000Z,2018-12-14T00:00:35.0000000Z,2018-12-15T00:00:00.0000000Z,2018-12-14T00:00:00.0000000Z,5432,13363.19838695,,,
2018-12-15,0.02609003,0.026155,0.025885000000000002,0.02599999,2018-12-15T23:59:26.0000000Z,2018-12-15T00:00:08.0000000Z,2018-12-16T00:00:00.0000000Z,2018-12-15T00:00:00.0000000Z,3791,9172.57839571,0.026000000000000002,0.3456710992343126,0.11948850884585799
2018-12-16,0.026185000000000003,0.026769,0.026077999999999997,0.026095,2018-12-16T23:57:38.0000000Z,2018-12-16T00:00:47.0000000Z,2018-12-17T00:00:00.0000000Z,2018-12-16T00:00:00.0000000Z,4404,7523.44793012,0.02609003,0.3633478717626204,0.13202167591442565
2018-12-17,0.02681102,0.027147000000000004,0.026105,0.02624029,2018-12-17T23:59:12.0000000Z,2018-12-17T00:00:04.0000000Z,2018-12-18T00:00:00.0000000Z,2018-12-17T00:00:00.0000000Z,7654,16279.46616377,0.026185000000000003,2.362626929811329,5.582006009469707
2018-12-18,0.02748445,0.02758446,0.02644176,0.02683,2018-12-18T23:59:53.0000000Z,2018-12-18T00:00:00.0000000Z,2018-12-19T00:00:00.0000000Z,2018-12-18T00:00:00.0000000Z,7637,16052.38927862,0.02681102,2.4807393167793457,6.154067557814855
2018-12-19,0.02695766,0.02823887,0.02690744,0.02748445,2018-12-19T23:59:57.0000000Z,2018-12-19T00:00:31.0000000Z,2018-12-20T00:00:00.0000000Z,2018-12-19T00:00:00.0000000Z,11440,26078.77425017,0.02748445,-1.9352903172403124,3.745348612004109
2018-12-20,0.028135000000000004,0.0286,0.02679842,0.02695766,2018-12-20T23:59:58.0000000Z,2018-12-20T00:00:04.0000000Z,2018-12-21T00:00:00.0000000Z,2018-12-20T00:00:00.0000000Z,15420,41180.59585606,0.02695766,4.274686586028764,18.27294540877425
2018-12-21,0.02805,0.02873953,0.02752086,0.028135000000000004,2018-12-21T23:59:56.0000000Z,2018-12-21T00:00:07.0000000Z,2018-12-22T00:00:00.0000000Z,2018-12-21T00:00:00.0000000Z,13943,35333.650402,0.028135000000000004,-0.3025720916537189,0.09154987064770648
2018-12-22,0.02918,0.029344099999999998,0.02778243,0.02804,2018-12-22T23:59:00.0000000Z,2018-12-22T00:00:13.0000000Z,2018-12-23T00:00:00.0000000Z,2018-12-22T00:00:00.0000000Z,8668,17042.75270991,0.02805,3.9494911125934173,15.59848004845439
2018-12-23,0.0328024,0.03311479,0.02915501,0.02919094,2018-12-23T23:59:33.0000000Z,2018-12-23T00:00:00.0000000Z,2018-12-24T00:00:00.0000000Z,2018-12-23T00:00:00.0000000Z,21943,66886.08252276,0.02918,11.701814035031832,136.93245171046797
2018-12-24,0.03452587,0.03757999,0.03275,0.03284,2018-12-24T23:59:58.0000000Z,2018-12-24T00:00:49.0000000Z,2018-12-25T00:00:00.0000000Z,2018-12-24T00:00:00.0000000Z,35714,92481.99788958,0.0328024,5.120721466396949,26.22178833641852
2018-12-25,0.034065,0.03467621,0.03294979,0.03452586,2018-12-25T23:59:22.0000000Z,2018-12-25T00:00:01.0000000Z,2018-12-26T00:00:00.0000000Z,2018-12-25T00:00:00.0000000Z,14042,33258.37192237,0.03452587,-1.3438433883295797,1.8059150523571257
2018-12-26,0.034210000000000004,0.03537995,0.03342534,0.034025,2018-12-26T23:59:54.0000000Z,2018-12-26T00:00:02.0000000Z,2018-12-27T00:00:00.0000000Z,2018-12-26T00:00:00.0000000Z,8924,21268.40339892,0.034065,0.4247534763881955,0.18041551570385736
2018-12-27,0.03189249,0.03440999,0.03143,0.034210000000000004,2018-12-27T23:59:53.0000000Z,2018-12-27T00:00:08.0000000Z,2018-12-28T00:00:00.0000000Z,2018-12-27T00:00:00.0000000Z,10948,29327.737033899997,0.034210000000000004,-7.014744011259788,49.20663354350506
2018-12-28,0.03531999,0.03538114,0.03155,0.031889999999999995,2018-12-28T23:59:05.0000000Z,2018-12-28T00:00:29.0000000Z,2018-12-29T00:00:00.0000000Z,2018-12-28T00:00:00.0000000Z,13211,30354.80640675,0.03189249,10.207853373309606,104.20027049098829
2018-12-29,0.03589,0.03743218,0.03430471,0.03527264,2018-12-29T23:59:59.0000000Z,2018-12-29T00:00:01.0000000Z,2018-12-30T00:00:00.0000000Z,2018-12-29T00:00:00.0000000Z,13773,33010.00150908,0.03531999,1.6009612549504393,2.5630769398524853
2018-12-30,0.03618501,0.03650107,0.03508451,0.03589001,2018-12-30T23:59:46.0000000Z,2018-12-30T00:00:00.0000000Z,2018-12-31T00:00:00.0000000Z,2018-12-30T00:00:00.0000000Z,8359,24719.92633849,0.03589,0.8186239516143612,0.6701451741567119
2018-12-31,0.03551454,0.0363,0.03528451,0.036185,2018-12-31T23:57:54.0000000Z,2018-12-31T00:00:12.0000000Z,2019-01-01T00:00:00.0000000Z,2018-12-31T00:00:00.0000000Z,7862,22089.35659156,0.03618501,-1.870275458345505,3.497930290089489
2019-01-01,0.03652721,0.03757,0.03538223,0.03551454,2019-01-01T23:59:41.0000000Z,2019-01-01T00:00:10.0000000Z,2019-01-02T00:00:00.0000000Z,2019-01-01T00:00:00.0000000Z,7887,16894.14751987,0.03551454,2.8115272216509446,7.9046853180842795
2019-01-02,0.03938,0.04,0.03636462,0.03661215,2019-01-02T23:59:52.0000000Z,2019-01-02T00:00:04.0000000Z,2019-01-03T00:00:00.0000000Z,2019-01-02T00:00:00.0000000Z,13399,32704.99662943,0.03652721,7.5200610902265375,56.55131880073914
2019-01-03,0.03878466,0.03992478,0.038189,0.03938,2019-01-03T23:59:10.0000000Z,2019-01-03T00:00:00.0000000Z,2019-01-04T00:00:00.0000000Z,2019-01-03T00:00:00.0000000Z,11782,33854.61600871,0.03938,-1.5233265582190736,2.320523802975569
2019-01-04,0.04013,0.04075561,0.03846901,0.03879286,2019-01-04T23:59:41.0000000Z,2019-01-04T00:01:55.0000000Z,2019-01-05T00:00:00.0000000Z,2019-01-04T00:00:00.0000000Z,11575,32677.53179553,0.03878466,3.4099376650036817,11.62767487921076
2019-01-05,0.04052,0.0416,0.04013,0.04013499,2019-01-05T23:59:54.0000000Z,2019-01-05T00:00:29.0000000Z,2019-01-06T00:00:00.0000000Z,2019-01-05T00:00:00.0000000Z,10230,23548.19324379,0.04013,0.9671495101656991,0.9353781750137516
2019-01-06,0.03855,0.040691000000000005,0.03839,0.040530000000000004,2019-01-06T23:59:36.0000000Z,2019-01-06T00:01:08.0000000Z,2019-01-07T00:00:00.0000000Z,2019-01-06T00:00:00.0000000Z,10531,21278.22566713,0.04052,-4.983957937114392,24.839836718925543
