time_period_start,price_close,price_high,price_low,price_open,time_close,time_open,time_period_end,time_period_start,trades_count,volume_traded,previous_day_price_close,daily_return_in_percentage,daily_squared_return_in_percentage
2018-12-14,0.0072313,0.0072565,0.0068948,0.0069963000000000004,2018-12-14T23:57:15.0000000Z,2018-12-14T00:00:42.0000000Z,2018-12-15T00:00:00.0000000Z,2018-12-14T00:00:00.0000000Z,2031,21298.08200784,,,
2018-12-15,0.007345399999999999,0.0074154,0.007156,0.0072328,2018-12-15T23:46:45.0000000Z,2018-12-15T00:01:48.0000000Z,2018-12-16T00:00:00.0000000Z,2018-12-15T00:00:00.0000000Z,2072,23765.41431765,0.0072313,1.565544058870838,2.450928200265778
2018-12-16,0.007890300000000001,0.0081899,0.0073441,0.0073441,2018-12-16T23:58:05.0000000Z,2018-12-16T00:22:22.0000000Z,2018-12-17T00:00:00.0000000Z,2018-12-16T00:00:00.0000000Z,6946,126551.64666510001,0.007345399999999999,7.155988999008844,51.2081785539356
2018-12-17,0.008248100000000001,0.0085486,0.0078914,0.0078948,2018-12-17T23:56:47.0000000Z,2018-12-17T00:01:45.0000000Z,2018-12-18T00:00:00.0000000Z,2018-12-17T00:00:00.0000000Z,6751,106463.72962799,0.007890300000000001,4.43487138438492,19.668084196036215
2018-12-18,0.008192399999999999,0.0083581,0.0080234,0.0082475,2018-12-18T23:58:38.0000000Z,2018-12-18T00:00:24.0000000Z,2018-12-19T00:00:00.0000000Z,2018-12-18T00:00:00.0000000Z,3772,53365.558621,0.008248100000000001,-0.6775975562374192,0.4591384482189225
2018-12-19,0.0078774,0.0084557,0.007805800000000001,0.008203,2018-12-19T23:58:21.0000000Z,2018-12-19T00:00:15.0000000Z,2018-12-20T00:00:00.0000000Z,2018-12-19T00:00:00.0000000Z,4445,62680.88429101,0.008192399999999999,-3.9208995044115014,15.373452923694357
2018-12-20,0.0079506,0.008045,0.0076542,0.0078668,2018-12-20T23:59:48.0000000Z,2018-12-20T00:00:24.0000000Z,2018-12-21T00:00:00.0000000Z,2018-12-20T00:00:00.0000000Z,4311,43103.75358621,0.0078774,0.9249497330525713,0.855532008674023
2018-12-21,0.0078767,0.008001600000000001,0.007746600000000001,0.007949,2018-12-21T23:43:12.0000000Z,2018-12-21T00:00:06.0000000Z,2018-12-22T00:00:00.0000000Z,2018-12-21T00:00:00.0000000Z,3051,28514.331535600002,0.0079506,-0.9338363086165202,0.8720502512905288
2018-12-22,0.0079417,0.0079587,0.0078283,0.0078844,2018-12-22T23:49:52.0000000Z,2018-12-22T00:01:34.0000000Z,2018-12-23T00:00:00.0000000Z,2018-12-22T00:00:00.0000000Z,1368,12403.47752882,0.0078767,0.821832370477793,0.6754084451651484
2018-12-23,0.008387200000000001,0.0085117,0.007928399999999999,0.0079358,2018-12-23T23:59:43.0000000Z,2018-12-23T00:01:31.0000000Z,2018-12-24T00:00:00.0000000Z,2018-12-23T00:00:00.0000000Z,2373,22083.64555336,0.0079417,5.457937601182916,29.789082858406324
2018-12-24,0.008107600000000001,0.008636,0.0080555,0.008383400000000001,2018-12-24T23:57:29.0000000Z,2018-12-24T00:00:20.0000000Z,2018-12-25T00:00:00.0000000Z,2018-12-24T00:00:00.0000000Z,4820,50474.35802454,0.008387200000000001,-3.3904840765277555,11.495382273188268
2018-12-25,0.0081448,0.008268799999999998,0.0079915,0.0081626,2018-12-25T23:59:20.0000000Z,2018-12-25T00:00:01.0000000Z,2018-12-26T00:00:00.0000000Z,2018-12-25T00:00:00.0000000Z,3372,36335.1743529,0.008107600000000001,0.45777934291768574,0.2095619268021481
2018-12-26,0.0080167,0.008298700000000001,0.0078376,0.0081484,2018-12-26T23:51:04.0000000Z,2018-12-26T00:01:27.0000000Z,2018-12-27T00:00:00.0000000Z,2018-12-26T00:00:00.0000000Z,3352,39917.04113757,0.0081448,-1.5852820931675282,2.5131193149176196
2018-12-27,0.007729000000000001,0.0080844,0.0075918999999999995,0.008002,2018-12-27T23:57:29.0000000Z,2018-12-27T00:04:08.0000000Z,2018-12-28T00:00:00.0000000Z,2018-12-27T00:00:00.0000000Z,2532,28168.184932300002,0.0080167,-3.6547377754439836,13.357108207257237
2018-12-28,0.0082969,0.0085066,0.007724600000000001,0.0077266,2018-12-28T23:59:40.0000000Z,2018-12-28T00:01:30.0000000Z,2018-12-29T00:00:00.0000000Z,2018-12-28T00:00:00.0000000Z,5183,58489.95155334,0.007729000000000001,7.090246293566693,50.27159250343623
2018-12-29,0.0081957,0.008472499999999999,0.0081042,0.008291100000000001,2018-12-29T23:59:59.0000000Z,2018-12-29T00:00:44.0000000Z,2018-12-30T00:00:00.0000000Z,2018-12-29T00:00:00.0000000Z,2583,27976.75794711,0.0082969,-1.227232457474603,1.5060995046791532
2018-12-30,0.0082534,0.0083222,0.0081315,0.0081852,2018-12-30T23:59:35.0000000Z,2018-12-30T00:00:04.0000000Z,2018-12-31T00:00:00.0000000Z,2018-12-30T00:00:00.0000000Z,1743,16871.01980322,0.0081957,0.701561017443364,0.49218786119616803
2018-12-31,0.0080872,0.0082793,0.008029600000000001,0.0082541,2018-12-31T23:57:55.0000000Z,2018-12-31T00:01:46.0000000Z,2019-01-01T00:00:00.0000000Z,2018-12-31T00:00:00.0000000Z,1145,11431.71049063,0.0082534,-2.0342671802378476,4.1382429605928435
2019-01-01,0.0082939,0.0085137,0.0080357,0.008087,2019-01-01T23:57:59.0000000Z,2019-01-01T00:01:15.0000000Z,2019-01-02T00:00:00.0000000Z,2019-01-01T00:00:00.0000000Z,1768,19542.94071838,0.0080872,2.5237739985185748,6.369435195598435
2019-01-02,0.0084919,0.008598999999999999,0.0082902,0.0082945,2019-01-02T23:57:22.0000000Z,2019-01-02T00:00:31.0000000Z,2019-01-03T00:00:00.0000000Z,2019-01-02T00:00:00.0000000Z,1894,21483.362629299998,0.0082939,2.3592463139800124,5.5660431700282755
2019-01-03,0.00834,0.008503299999999998,0.0082133,0.008470100000000001,2019-01-03T23:55:46.0000000Z,2019-01-03T00:00:02.0000000Z,2019-01-04T00:00:00.0000000Z,2019-01-03T00:00:00.0000000Z,1300,12847.21256541,0.0084919,-1.8049551612040915,3.257863133957288
2019-01-04,0.0083905,0.0085632,0.00827,0.0083389,2019-01-04T23:59:58.0000000Z,2019-01-04T00:00:30.0000000Z,2019-01-05T00:00:00.0000000Z,2019-01-04T00:00:00.0000000Z,1425,18366.28589874,0.00834,0.603689708842392,0.3644412645622121
2019-01-05,0.009103,0.0094604,0.0083991,0.008400399999999999,2019-01-05T23:56:42.0000000Z,2019-01-05T00:04:32.0000000Z,2019-01-06T00:00:00.0000000Z,2019-01-05T00:00:00.0000000Z,5200,59663.75475161,0.0083905,8.150391606407226,66.42888333779335
2019-01-06,0.0096206,0.0101,0.009031200000000001,0.009103,2019-01-06T23:59:46.0000000Z,2019-01-06T00:00:55.0000000Z,2019-01-07T00:00:00.0000000Z,2019-01-06T00:00:00.0000000Z,7529,108530.11958884,0.009103,5.530260327190195,30.583779286493805
