,price_close,price_high,price_low,price_open,time_close,time_open,time_period_end,time_period_start,trades_count,volume_traded
0,0.0015680800000000001,0.0015680800000000001,0.0015680800000000001,0.0015680800000000001,2018-06-01T00:30:12.0000000Z,2018-06-01T00:30:12.0000000Z,2018-06-01T01:00:00.0000000Z,2018-06-01T00:00:00.0000000Z,1,227.26
1,0.0015559999999999999,0.001586,0.00155317,0.00155472,2018-06-01T01:43:00.0000000Z,2018-06-01T01:07:03.0000000Z,2018-06-01T02:00:00.0000000Z,2018-06-01T01:00:00.0000000Z,14,3046.411968919
2,0.001586,0.001586,0.00158553,0.00158553,2018-06-01T02:35:51.0000000Z,2018-06-01T02:27:28.0000000Z,2018-06-01T03:00:00.0000000Z,2018-06-01T02:00:00.0000000Z,11,1661.33549902
3,0.001553,0.00157735,0.00155254,0.00157735,2018-06-01T03:38:23.0000000Z,2018-06-01T03:20:53.0000000Z,2018-06-01T04:00:00.0000000Z,2018-06-01T03:00:00.0000000Z,9,3339.047
4,0.0015869999999999999,0.0015869999999999999,0.001553,0.0015859700000000001,2018-06-01T04:18:14.0000000Z,2018-06-01T04:02:39.0000000Z,2018-06-01T05:00:00.0000000Z,2018-06-01T04:00:00.0000000Z,10,1732.92772164
5,0.0015600000000000002,0.0016489999999999999,0.0015600000000000002,0.0016484800000000001,2018-06-01T05:42:22.0000000Z,2018-06-01T05:14:15.0000000Z,2018-06-01T06:00:00.0000000Z,2018-06-01T05:00:00.0000000Z,7,1377.66446065
6,0.001553,0.00155302,0.001553,0.00155302,2018-06-01T06:33:40.0000000Z,2018-06-01T06:31:48.0000000Z,2018-06-01T07:00:00.0000000Z,2018-06-01T06:00:00.0000000Z,2,8.371
7,0.00155302,0.00155303,0.00155302,0.00155303,2018-06-01T07:00:19.0000000Z,2018-06-01T07:00:19.0000000Z,2018-06-01T08:00:00.0000000Z,2018-06-01T07:00:00.0000000Z,2,65.83755573
8,0.0016500000000000002,0.0016500000000000002,0.001553,0.00157041,2018-06-01T08:50:58.0000000Z,2018-06-01T08:43:10.0000000Z,2018-06-01T09:00:00.0000000Z,2018-06-01T08:00:00.0000000Z,24,4867.227760672
9,0.001674,0.001674,0.0016309999999999999,0.0016309999999999999,2018-06-01T09:51:36.0000000Z,2018-06-01T09:01:36.0000000Z,2018-06-01T10:00:00.0000000Z,2018-06-01T09:00:00.0000000Z,20,5879.4791
10,0.0016200000000000001,0.00162001,0.0016200000000000001,0.00162001,2018-06-01T10:45:23.0000000Z,2018-06-01T10:42:43.0000000Z,2018-06-01T11:00:00.0000000Z,2018-06-01T10:00:00.0000000Z,5,2313.21131032
11,0.0016719999999999999,0.00167281,0.00160833,0.00160833,2018-06-01T11:55:07.0000000Z,2018-06-01T11:22:25.0000000Z,2018-06-01T12:00:00.0000000Z,2018-06-01T11:00:00.0000000Z,15,2926.64310057
12,0.00161777,0.00164354,0.00159,0.00164354,2018-06-01T12:37:47.0000000Z,2018-06-01T12:16:22.0000000Z,2018-06-01T13:00:00.0000000Z,2018-06-01T12:00:00.0000000Z,7,881.622
