,exchange,quote_base,quote,base,mean,min,max,sd,skew,kurt,obs
27,QUOINE,ETH_BTC,ETH,BTC,53.025759999407846,27.58275600502741,85.38046802421282,21.375895229073887,0.5351074206278859,-0.6380334391626006,6
28,BINANCE,LTC_BTC,LTC,BTC,68.96424770346191,60.672848443767684,80.3747126696215,6.524271275970638,0.9601648569568919,2.1626138816286513,6
29,BITFINEX,LTC_BTC,LTC,BTC,69.28368409407823,60.49949020946034,81.18450451026847,6.89625445986729,0.8946574595616426,1.8508867815578363,6
30,BITSTAMP,LTC_BTC,LTC,BTC,70.04127145171235,62.97385076104497,80.86246660335807,6.407683305678088,0.9358672758398529,0.7906768779667619,6
31,BITTREX,LTC_BTC,LTC,BTC,69.22307270286736,60.64776211619916,81.10199268268416,6.845733145811151,0.9611078908673435,1.8633184333537525,6
32,COINBASE,LTC_BTC,LTC,BTC,68.79834974702457,60.327386724198654,81.14005722571162,6.980563956194632,1.0789215243395873,2.1697983339769724,6
33,GATEIO,LTC_BTC,LTC,BTC,69.6593608536373,58.50584258258862,82.40026363282473,9.27295335234855,-0.04153383500704142,-1.169690539052909,6
34,GEMINI,LTC_BTC,LTC,BTC,72.04175213544995,58.80008452867514,80.58620784053667,7.335204192056635,-1.247796309296954,2.5226341820258575,6
35,KRAKEN,LTC_BTC,LTC,BTC,69.43685969462952,61.07127593942674,80.62398193847376,6.341848694599097,0.9505056580517012,2.6526674480592565,6
36,POLONIEX,LTC_BTC,LTC,BTC,69.09539045679367,60.20720210119442,80.81111824114996,6.902881236409488,0.7800222504495418,1.5690115492626369,6
37,BITTREX,PAX_BTC,PAX,BTC,66.48332727583525,35.203149423066826,82.5930731206497,18.7212649719102,-1.1380489614726013,0.07913759080640492,6
38,BINANCE,TRX_BTC,TRX,BTC,72.30804039172075,29.713929405845224,114.37294535712137,29.414383815910995,-0.02086537578871687,-0.07783924998408676,6
39,BITFINEX,TRX_BTC,TRX,BTC,72.15997167807198,29.254470125888975,115.10377175140003,29.881048493625627,0.003729395785884542,-0.1401070096518664,6
40,BITTREX,TRX_BTC,TRX,BTC,72.60423780631241,31.712564721226904,113.67499351272913,28.609629584092964,-0.00030574051105904153,-0.17327471215162848,6
41,BITTREX,TUSD_BTC,TUSD,BTC,67.55931087188577,36.618841640868396,88.39779247440512,19.432413381682835,-0.8006980101476353,-0.40834540594214985,6
42,BINANCE,XLM_BTC,XLM,BTC,57.694369020851106,39.26271577471616,103.01490307112186,24.31380973702818,1.6483192800804507,2.697900410710135,6
43,BITFINEX,XLM_BTC,XLM,BTC,57.03600054299286,39.337921961456374,98.93337909667041,22.804167742874768,1.577714778670167,2.2421188909783254,6
44,BITTREX,XLM_BTC,XLM,BTC,57.589838789325654,38.35483447519576,103.1391463457331,24.401887351939063,1.6648881998533303,2.7402931505500323,6
45,KRAKEN,XLM_BTC,XLM,BTC,58.35837979049779,38.61457574064584,103.22479450487248,24.4339787675287,1.5437721594267313,2.2752956492247556,6
46,BINANCE,XRP_BTC,XRP,BTC,50.09924364060771,34.198500704431886,96.85832510608276,23.278890885017805,2.2742591576140105,5.359124663220797,6
47,BITFINEX,XRP_BTC,XRP,BTC,50.196641842381695,34.95742119429084,96.3766390039949,22.91085023208469,2.310449497866267,5.49678963228588,6
48,BITSTAMP,XRP_BTC,XRP,BTC,50.101633293033075,33.300079092409796,95.46811200190666,22.755905275721638,2.1944830208364974,5.08111805723453,6
49,BITTREX,XRP_BTC,XRP,BTC,50.02048118072577,34.82792906104786,96.26195290783151,22.94420177221275,2.3094720370426605,5.490478479743503,6
50,GATEIO,XRP_BTC,XRP,BTC,51.39235738531136,34.18062983128176,98.05023127840727,23.48469785825854,2.157947104577487,4.9550920907099645,6
51,KRAKEN,XRP_BTC,XRP,BTC,50.14103889864483,35.73728746796423,96.69112837190178,23.049962029847144,2.3331566551890615,5.564485334861049,6
52,POLONIEX,XRP_BTC,XRP,BTC,49.910453795518464,33.920405744159055,95.84150589858906,22.874654263699647,2.269156315128855,5.3516728097059705,6
53,QUOINE,XRP_BTC,XRP,BTC,55.13973928056939,28.806480884287495,97.76708019644497,24.506609089559724,1.0978511048901107,1.265022466404063,6
54,BITTREX,ADA_USD,ADA,USD,108.2042673682296,72.23704878365929,143.6960731607192,23.417633054465348,-0.041230973660612534,1.3716869919337276,6
55,KRAKEN,ADA_USD,ADA,USD,104.63251449266583,64.08239532585485,141.75540577428518,25.644236621767856,-0.29309221035594474,1.2517321169804703,6
56,BITSTAMP,BCH_USD,BCH,USD,128.93105040985827,72.06883160583615,217.28251837818962,53.99222142713816,0.9939531561657995,-0.01596837078390312,6
57,BITTREX,BCH_USD,BCH,USD,128.85067182240252,77.88155694413307,217.19826546853727,53.77576067549278,1.0986141445996522,-0.14184629031162999,6
58,COINBASE,BCH_USD,BCH,USD,128.20157450557144,69.60263101877575,217.24752902817025,55.265377416242714,0.9539758385448956,-0.24388038776991294,6
59,GEMINI,BCH_USD,BCH,USD,126.24916237864285,72.30675368833276,214.37284251348012,54.523300815960624,1.016165053868133,-0.3267734228790724,6
60,KRAKEN,BCH_USD,BCH,USD,128.6410882015833,70.55131310326271,217.46030789533683,54.70965264479307,0.9691637400318381,-0.12641436527333205,6
61,BITFINEX,BCHSV_USD,BCHSV,USD,131.4920121587288,60.121792551357146,285.414279535048,80.77024193001851,1.8007196871223434,3.4868458209845183,6
62,BITFINEX,BTC_USD,BTC,USD,64.30341445740252,38.87628370264025,87.20990295440308,17.82995980813419,-0.21595246561591527,-0.8491794790077343,6
63,BITSTAMP,BTC_USD,BTC,USD,66.51893227412603,35.82893909364781,87.64040146133333,19.438119997794328,-0.7937397280924394,-0.45790957820311373,6
64,BITTREX,BTC_USD,BTC,USD,66.67679065551535,36.38133993022963,87.93700662853496,19.229367435195933,-0.7749404124546502,-0.4551110136452934,6
65,COINBASE,BTC_USD,BTC,USD,66.46019814254373,35.68704940133705,87.86677736620037,19.676170385168376,-0.7799352274257425,-0.5912360527575649,6
66,GEMINI,BTC_USD,BTC,USD,66.28517636051826,36.02891084175566,87.95579393626097,19.41072789252628,-0.7427334170230467,-0.5574512386732993,6
67,KRAKEN,BTC_USD,BTC,USD,66.50466936286426,35.622149015244226,88.44409408193978,19.631071853610035,-0.7574553359290677,-0.4361804912081757,6
68,QUOINE,BTC_USD,BTC,USD,66.11816414693472,35.66132202430022,87.86013967771076,19.451152863613263,-0.7831552218148008,-0.5045120376691798,6
69,BITFINEX,EOS_USD,EOS,USD,112.51112294449267,79.87399841657364,157.6396309285849,31.57942783369202,0.3414318758344397,-1.6830575561854673,6
70,KRAKEN,EOS_USD,EOS,USD,113.2796913594849,77.25057969343918,158.84467422048687,31.115012028509398,0.3657989128305613,-1.3016923105337472,6
71,BITFINEX,ETH_USD,ETH,USD,94.25947703601874,68.6733716291807,152.76061003112937,30.38834040619213,1.8585828841087564,3.8710754266378036,6
72,BITSTAMP,ETH_USD,ETH,USD,94.54582207156487,65.62657884777894,153.63315885429643,30.867403848376156,1.7855725890390597,3.783333961797263,6
73,BITTREX,ETH_USD,ETH,USD,95.23810655331432,66.48237676133735,153.04712915460192,30.395944365160208,1.7340223934798724,3.570169559568093,6
74,COINBASE,ETH_USD,ETH,USD,94.67032092052916,65.32043457235677,153.0311803730198,30.65687404396074,1.7336709086845539,3.628537294298898,6
75,GEMINI,ETH_USD,ETH,USD,94.48660826147147,66.28437542085653,154.48246133624122,31.248957888784886,1.8256805273193297,3.8240037336957204,6
76,KRAKEN,ETH_USD,ETH,USD,94.96850075015868,65.64644969057754,153.4395565673155,30.735179488795914,1.7290896623361982,3.6018736929797495,6
77,QUOINE,ETH_USD,ETH,USD,93.25917297686698,65.42678635524607,151.62388791596427,30.625772839172313,1.7535910185992956,3.6084816634949455,6
78,BITFINEX,LTC_USD,LTC,USD,109.93907163359209,85.73065061861965,137.76427561691935,16.777748997981394,0.4610152341849224,2.086259234148942,6
79,BITSTAMP,LTC_USD,LTC,USD,109.88673069192498,88.52393219369381,137.56215661093378,16.17997588107129,0.7856481059925374,1.8966252922620654,6
80,BITTREX,LTC_USD,LTC,USD,112.1557261000474,91.8946131053697,140.0261348369141,16.209845991989646,0.9006580020331147,1.6367598743466152,6
81,COINBASE,LTC_USD,LTC,USD,110.72516201462766,91.23989793163685,137.91550784108247,15.529735903892462,0.9886161085186845,2.0981176578685083,6
82,GEMINI,LTC_USD,LTC,USD,110.69515409844509,89.67421036040963,136.7479863581949,15.364049435977785,0.6679549891911528,2.0193423095165333,6
83,KRAKEN,LTC_USD,LTC,USD,111.05038040892622,92.64326894458016,137.74323550919513,14.958775755780247,1.1215630233075073,2.476122283932563,6
84,BITFINEX,TRX_USD,TRX,USD,92.28069236939291,52.4075138444258,143.89405489634925,33.944982613599855,0.676044716861091,-0.6697363742762272,6
85,BITTREX,TRX_USD,TRX,USD,105.44968201115584,71.03334144952731,174.85415366256112,38.48455035053815,1.4254435050906071,1.870118441222969,6
86,BITFINEX,USDT_USD,USDT,USD,8.432644746311611,3.311914414159486,14.255976430981859,3.9466097349598317,0.4301500579040215,-0.5255774979212848,6
87,BITTREX,USDT_USD,USDT,USD,7.673275879502927,4.261081069941951,13.376422475041892,3.267273832280533,1.1402154958075938,1.2760315132254432,6
88,KRAKEN,USDT_USD,USDT,USD,6.267390207462488,3.466022107110757,12.458045229205247,3.3339733982964974,1.6540817708704352,2.5681861660894505,6
89,BITFINEX,XLM_USD,XLM,USD,90.65797564687432,69.37750889228576,116.19446099888991,19.901966131594687,0.58704344347644,-1.8807520081697344,6
90,KRAKEN,XLM_USD,XLM,USD,90.77769923516865,64.2309016039127,117.0768917254377,21.546061359995207,0.36788835377582113,-1.6232183644718665,6
91,BITFINEX,XRP_USD,XRP,USD,83.44650239696834,59.47137809386196,110.67874520880379,21.7024537154458,0.2610054826762737,-2.305876140703835,6
92,BITSTAMP,XRP_USD,XRP,USD,84.05156186177815,57.07726704096916,110.49766084908983,22.12490036518632,0.12345096158774505,-2.1811975474683853,6
93,BITTREX,XRP_USD,XRP,USD,84.91172598206566,58.691775955398,110.8670256492312,21.848142402244836,0.18442301767596284,-2.163621620574454,6
94,KRAKEN,XRP_USD,XRP,USD,84.04317953356937,56.75704344164059,111.98485037955177,22.725274443925663,0.1799652738013412,-2.1377480008446845,6
95,QUOINE,XRP_USD,XRP,USD,81.98660333777995,56.71951311032233,108.20688648909407,21.6470796031218,0.161951823342365,-2.203695849010641,6
