,exchange,quote_base,quote,base,mean,min,max,sd,skew,kurt,obs
39,BITFINEX,TRX_BTC,TRX,BTC,-0.037304902256285105,-8.900407110634134,20.391218938632072,3.9976196235951282,1.4843457600184566,4.969161406859115,183
40,BITTREX,TRX_BTC,TRX,BTC,-0.03710994842415793,-9.180754925312407,20.391218938632072,3.997847765177878,1.447096120856368,4.734481776181099,183
41,BITTREX,TUSD_BTC,TUSD,BTC,-0.5604279326936129,-16.608156484042347,10.191298383205627,3.5611286405974134,-0.7753212280068386,3.8628225484430216,183
42,BINANCE,XLM_BTC,XLM,BTC,-0.4022476592586825,-9.907612733967497,19.51049964196301,3.1401914637337676,1.7634280474480568,9.824889547153013,183
43,BITFINEX,XLM_BTC,XLM,BTC,-0.40335767567796743,-9.609173513914548,18.337289734988005,3.0820008445442397,1.7260779292422395,9.034405195210756,183
44,BITTREX,XLM_BTC,XLM,BTC,-0.4046665139140647,-10.457280391957724,19.08114606698419,3.137820634906009,1.7186498543842854,9.399745946834898,183
45,KRAKEN,XLM_BTC,XLM,BTC,-0.4027945631449651,-9.892861647434437,19.97740067451801,3.1741209308561005,1.8590281601061784,10.257362832928836,183
46,BINANCE,XRP_BTC,XRP,BTC,-0.3574215450375318,-6.883237072422865,21.39536438320917,2.7761498411364047,3.304213528120343,21.694024598800947,183
47,BITFINEX,XRP_BTC,XRP,BTC,-0.35795793282400523,-6.9877080378608625,20.968792848797513,2.7738667951814873,3.2077105317629866,20.440065122075243,183
48,BITSTAMP,XRP_BTC,XRP,BTC,-0.35767166182653387,-7.291994525755996,20.687118254572745,2.7673107602955103,3.080194799472702,19.533051240854043,183
49,BITTREX,XRP_BTC,XRP,BTC,-0.3579442177494744,-6.981201047317498,20.872337572450306,2.7655933581704724,3.19744535802159,20.31205417249722,183
50,GATEIO,XRP_BTC,XRP,BTC,-0.35928290133967083,-6.979576193554138,21.491703504340443,2.8464961209016812,2.9701179586142987,19.57318233737446,183
51,KRAKEN,XRP_BTC,XRP,BTC,-0.3565891167956014,-7.1176278467895315,20.87687894188619,2.7732432764268493,3.135803284999846,20.071639478441693,183
52,POLONIEX,XRP_BTC,XRP,BTC,-0.35874326960046166,-6.799639122962731,20.828674554353555,2.760133354940542,3.1931863100597426,20.237548267412166,183
53,QUOINE,XRP_BTC,XRP,BTC,-0.3708157268069584,-9.225345130161955,20.23281664542118,3.058389300532011,2.038017011769863,12.008284062566727,183
54,BITTREX,ADA_USD,ADA,USD,0.6302166008340545,-16.705408466316605,19.166741921219234,5.67383405301191,0.23542389592607485,0.7429720394886843,183
55,KRAKEN,ADA_USD,ADA,USD,0.6449035631548925,-16.263673754329446,17.73171685127135,5.491570751950282,0.30414780731820706,0.9618296726951052,183
56,BITSTAMP,BCH_USD,BCH,USD,0.9167381976807484,-19.70386996144704,41.93998675703989,7.080283920509123,1.992859545453046,9.965706848670282,183
57,BITTREX,BCH_USD,BCH,USD,0.9072782138392498,-17.59609526322814,41.19174587705938,7.084495412590541,1.998054259320061,9.63078843722099,183
58,COINBASE,BCH_USD,BCH,USD,0.9150938204060404,-19.027466773298496,41.53096451846503,7.069648666675998,2.022332919815878,9.949471102287083,183
59,GEMINI,BCH_USD,BCH,USD,0.8952404897935399,-18.682902007164692,40.72992498512215,6.989602672124387,1.960731119844258,9.82319322525159,183
60,KRAKEN,BCH_USD,BCH,USD,0.912586284039117,-19.741866007577347,41.99219244864585,7.081139970328682,2.011347853196532,10.041111254869183,183
61,BITFINEX,BCHSV_USD,BCHSV,USD,0.588277565713199,-19.617420668715724,52.16412802064383,7.796936840864254,3.299554551410718,19.842613701209483,183
62,BITFINEX,BTC_USD,BTC,USD,0.5424773850243814,-9.511917607917297,15.94119347215237,3.3833310552594478,0.8456215353806105,3.901198708297733,183
63,BITSTAMP,BTC_USD,BTC,USD,0.5570534188471395,-9.828025690016773,16.935318840912217,3.510971789125254,0.8986050038210265,4.392474238300574,183
64,BITTREX,BTC_USD,BTC,USD,0.557193680405067,-9.770779818195763,16.962664666701244,3.515892223559158,0.9015242948245358,4.336722531582328,183
65,COINBASE,BTC_USD,BTC,USD,0.5572477804830477,-9.916062492998812,16.965811763892624,3.511106368207119,0.9316282847547008,4.48610866923288,183
66,GEMINI,BTC_USD,BTC,USD,0.5568680911527699,-9.812215937067492,17.01507251557768,3.4991401529391837,0.907415318867134,4.434063757194787,183
67,KRAKEN,BTC_USD,BTC,USD,0.5571747197420657,-9.882895124018631,16.966262115747988,3.5126974051104125,0.9035431252100652,4.415681746719695,183
68,QUOINE,BTC_USD,BTC,USD,0.5565841071169993,-9.849974190083977,17.2960658231613,3.4911965713409088,0.9905775510431007,4.771298589053206,183
69,BITFINEX,EOS_USD,EOS,USD,0.7205420954713366,-18.626922486351916,22.94994073360147,5.9345394283290425,0.49187962239637345,2.477811282587027,183
70,KRAKEN,EOS_USD,EOS,USD,0.7361652250416892,-18.426816475013208,23.000620878115885,5.96534281814868,0.4861719693262053,2.4563292538923887,183
71,BITFINEX,ETH_USD,ETH,USD,0.6285133428433006,-17.78339737348249,18.137933462702982,5.0229453002284465,0.26117432054943235,2.269700451549261,183
72,BITSTAMP,ETH_USD,ETH,USD,0.6437339801592297,-17.7328326553142,17.80950694122776,5.041754578076413,0.24762919832606295,2.390337166139029,183
73,BITTREX,ETH_USD,ETH,USD,0.6427350151499195,-17.907997657373098,17.905824571932083,5.068416459802489,0.2763394215423595,2.225866045921148,183
74,COINBASE,ETH_USD,ETH,USD,0.6431411246026879,-17.88242522333201,17.69566432059335,5.044477932128332,0.24100988825028366,2.3649088593504044,183
75,GEMINI,ETH_USD,ETH,USD,0.642978763052767,-17.906688562481676,18.243813068736348,5.043554185771287,0.2630375806793619,2.510697785619064,183
76,KRAKEN,ETH_USD,ETH,USD,0.6444998330746329,-17.851927084421604,18.150544435832305,5.060084743154566,0.26036248492137787,2.3539261057199714,183
77,QUOINE,ETH_USD,ETH,USD,0.643135813362169,-17.720032737209124,17.974809698825744,4.973821484281883,0.25435651357892713,2.469354043810674,183
78,BITFINEX,LTC_USD,LTC,USD,0.9624830989002707,-16.13285163733145,26.393130844380728,5.643936789648059,0.8916865929577746,3.384990541538276,183
79,BITSTAMP,LTC_USD,LTC,USD,0.9776804923987252,-16.074145705364764,26.693396015755646,5.635793670079921,0.9709245877188056,3.8380624698172547,183
80,BITTREX,LTC_USD,LTC,USD,0.9783729022986527,-15.743375730196085,28.040250699323455,5.753698558663324,1.01786502700175,3.8389222427484824,183
81,COINBASE,LTC_USD,LTC,USD,0.9764635889555466,-16.11753603401409,25.896310010276924,5.674198679983321,0.8990922273663133,3.483798519327641,183
82,GEMINI,LTC_USD,LTC,USD,0.9808809889709766,-15.621041279026882,25.56774812171487,5.668819042416781,0.8770155919344604,3.1687124819146013,183
83,KRAKEN,LTC_USD,LTC,USD,0.9768149918525801,-16.284042122213194,25.863182196024592,5.6862555093333444,0.9094706225636612,3.4363527362522315,183
84,BITFINEX,TRX_USD,TRX,USD,0.5094725917671477,-13.058566356295342,19.464836927461306,5.01874786592055,0.5213531527256096,1.2963894107306815,183
85,BITTREX,TRX_USD,TRX,USD,0.5476298201902292,-15.41506798272585,21.35741002980587,5.755665724909411,0.34761692140884903,1.1235649578593825,183
86,BITFINEX,USDT_USD,USDT,USD,-0.006817838616046033,-2.0977402233914537,1.733317301822369,0.4753603979411249,-0.1613507767574205,2.8272912633160625,183
87,BITTREX,USDT_USD,USDT,USD,0.008076031380649079,-2.414604230521865,1.4918227937219308,0.4236501236074707,-0.6605472319086545,6.196862571017768,183
88,KRAKEN,USDT_USD,USDT,USD,0.007836676104184538,-2.2377710313293275,1.3615402017997693,0.3586760855685075,-0.9542409921834782,9.133344176748315,183
89,BITFINEX,XLM_USD,XLM,USD,0.13836089150800474,-13.413233714594996,20.702416943432645,4.755513573444819,0.5732025623729288,2.1641999221940185,183
90,KRAKEN,XLM_USD,XLM,USD,0.15700980084084742,-13.97887058553371,21.805787901928973,4.776010693080788,0.6455489676345673,2.7260705641126797,183
91,BITFINEX,XRP_USD,XRP,USD,0.18413288769200664,-11.317126363864261,22.82131139491259,4.4183715413942135,1.1463202360367761,4.412716196913152,183
92,BITSTAMP,XRP_USD,XRP,USD,0.19880249496979427,-11.411839193120144,23.02209047770245,4.453670469677952,1.1303870832807918,4.4653531879199875,183
93,BITTREX,XRP_USD,XRP,USD,0.20005684930469084,-11.506932978478723,23.233197736861587,4.492968077620123,1.0944450355383837,4.3557731990941715,183
94,KRAKEN,XRP_USD,XRP,USD,0.20109467333747932,-11.4691371009622,23.089633770272844,4.4590917425329515,1.1187974612360299,4.472353953372661,183
95,QUOINE,XRP_USD,XRP,USD,0.19488347216891336,-12.13652221104814,21.970078386601433,4.347690596470159,1.065954212752234,4.205845284885118,183
