,data_end,data_orderbook_end,data_orderbook_start,data_quote_end,data_quote_start,data_start,data_symbols_count,data_trade_count,data_trade_end,data_trade_start,exchange_id,name,website
84,2019-05-21,2019-05-17T04:10:18.8800000Z,2018-01-24T00:42:37.6443449Z,2019-05-21T17:11:52.1350000Z,2018-01-24T00:42:37.6443449Z,2018-01-23,29,16230.0,2018-06-18T12:01:54.0000000Z,2018-01-23T09:58:13.0000000Z,1BTCXE,1Btcxe,https://1btcxe.com/
85,2019-05-22,2019-05-22T04:15:47.4350842Z,2018-01-24T00:21:54.1944779Z,2019-05-22T11:42:33.5780000Z,2018-01-24T00:21:54.1944779Z,2016-04-10,2039,16205.0,2019-05-22T12:58:31.0000000Z,2016-04-10T06:46:39.0000000Z,NOVA,Novaexchange,https://novaexchange.com/
86,2019-05-22,2019-05-22T08:26:28.6768771Z,2018-01-24T00:21:31.1076466Z,2019-05-22T11:48:13.3487392Z,2018-01-24T00:21:31.1076466Z,2017-10-12,71,12554.0,2019-05-22T12:57:55.1580000Z,2017-10-12T18:00:10.7250000Z,BITLISH,Bitlish,https://bitlish.com/
87,2018-04-10,2018-04-10T00:00:00.0000000Z,2018-01-24T00:21:45.2925018Z,2018-04-10T00:00:00.0000000Z,2018-01-24T00:21:45.2925018Z,2018-01-24,1,9861.0,2018-04-10T00:00:00.0000000Z,2018-01-24T18:15:31.9200000Z,COINSECURE,Coinsecure,https://coinsecure.in/
88,2019-05-22,2019-05-22T08:24:23.7013472Z,2017-03-14T20:05:02.3943786Z,2019-05-22T03:36:28.7419881Z,2017-03-14T20:05:02.3943786Z,2014-08-15,5,2607.0,2018-03-09T00:00:00.0000000Z,2014-08-15T17:27:03.0000000Z,VBTC,VBTC.VN,https://vbtc.vn/
89,2019-05-22,2019-05-22T08:17:28.4909585Z,2017-03-18T22:53:41.7026460Z,2019-05-22T11:39:41.2678164Z,2017-03-18T22:53:41.7026460Z,2014-12-12,1,500.0,2015-04-29T00:00:00.0000000Z,2014-12-12T16:36:44.0000000Z,CHILEBIT,CHILEBIT,https://chilebit.net/
90,2019-05-22,2019-05-22T08:24:30.1643653Z,2017-03-18T22:53:42.1600307Z,2019-05-21T12:47:38.4065427Z,2017-03-18T22:53:42.1600307Z,2014-12-11,1,500.0,2014-12-14T00:00:00.0000000Z,2014-12-11T10:31:07.0000000Z,FOXBIT,Foxbit,https://foxbit.com.br/
91,2019-05-22,2019-05-22T08:12:33.8374765Z,2017-03-18T22:53:39.8859603Z,2019-05-21T12:47:37.0353055Z,2017-03-18T22:53:39.8859603Z,2014-08-15,1,500.0,2015-02-19T00:00:00.0000000Z,2014-08-15T17:27:03.0000000Z,SURBITCOIN,SurBitcoin,https://surbitcoin.com/
92,2018-09-17,2018-09-17T00:00:00.0000000Z,2017-03-18T22:53:43.0074017Z,2018-09-17T00:00:00.0000000Z,2017-03-18T22:53:43.0074017Z,2014-10-14,1,500.0,2015-02-21T00:00:00.0000000Z,2014-10-14T04:46:00.0000000Z,URDUBIT,URDUBIT,https://urdubit.com/
93,2019-05-21,2019-05-19T15:46:52.6352937Z,2019-04-08T15:49:37.4273648Z,2019-05-21T23:39:55.9037710Z,2019-04-08T15:49:37.4273648Z,2019-04-08,1,,2019-05-21T21:06:27.0000000Z,2019-04-08T15:17:18.0000000Z,AIDOSMARKET,AidosMarket,https://aidosmarket.com/
94,2019-05-22,2019-05-08T00:00:00.0000000Z,2019-04-08T15:19:06.0909149Z,2019-05-22T09:53:13.4960864Z,2019-04-08T15:19:06.0909149Z,2019-04-08,21,,,,ALTCOINTRADER,Altcoin Trader,https://www.altcointrader.co.za/
95,2019-05-22,2019-05-22T08:27:06.9056555Z,2018-01-24T00:42:31.5662178Z,2019-05-22T11:36:15.1643363Z,2018-01-24T00:42:31.5662178Z,2018-01-24,19,,,,ANXPRO,ANXPro,https://anxpro.com/
96,2019-05-14,2019-05-14T04:58:51.9327008Z,2019-04-16T18:37:21.9447736Z,2019-05-14T10:12:17.5965952Z,2019-04-16T18:37:21.9447736Z,2019-04-16,24,,2019-05-14T16:09:03.7491091Z,2019-04-24T10:43:39.2112112Z,BBX,BBX,https://bbx.com/
97,2019-05-22,2019-05-22T08:26:54.7148992Z,2019-02-21T13:34:20.6475263Z,2019-05-22T11:10:36.0210878Z,2019-02-21T13:34:20.6475263Z,2019-02-21,16256,,,,BCEX,BCEX,https://www.bcex.ca/
98,2019-05-22,2019-05-22T08:15:17.0704011Z,2019-04-08T15:17:59.1913899Z,2019-05-22T10:48:49.2344243Z,2019-04-08T15:17:59.1913899Z,2019-04-08,52,,2019-05-22T10:48:52.0000000Z,2019-04-08T15:18:00.0000000Z,BGOGO,Bgogo,https://bgogo.com/
99,2019-05-22,2019-05-22T08:09:30.3362627Z,2019-01-21T19:18:16.5708674Z,2019-05-22T10:47:36.8659879Z,2019-01-21T19:18:16.5708674Z,2019-01-21,16,,2019-04-17T00:00:00.0000000Z,2019-01-21T18:55:09.3430000Z,BHEX,BHEX,https://www.bhex.com/
100,2019-05-22,2019-05-08T00:00:00.0000000Z,2019-04-08T15:28:53.6306458Z,2019-05-22T10:43:23.3412298Z,2019-04-08T15:28:53.6306458Z,2018-09-20,92,,2019-05-22T11:34:08.0000000Z,2018-09-20T13:55:53.0000000Z,BIGONE,BigONE,https://big.one/
101,2019-05-22,2019-05-22T08:14:34.2737003Z,2019-04-08T15:19:16.4427273Z,2019-05-22T09:13:34.5429478Z,2019-04-08T15:19:16.4427273Z,2019-04-08,105,,2019-05-22T05:05:54.0000000Z,2019-04-08T15:21:02.0000000Z,BILAXY,Bilaxy,https://bilaxy.com/
102,2019-05-22,2019-05-16T17:14:42.0371013Z,2018-09-09T12:57:18.2867320Z,2019-05-22T11:37:57.5907140Z,2018-09-09T12:57:18.2867320Z,2018-09-09,8,,2019-05-22T12:57:16.4420000Z,2018-09-09T05:09:30.0640000Z,BITBANK,Bitbank,https://bitbank.cc/
103,2019-05-21,2019-05-08T00:00:00.0000000Z,2019-04-08T15:29:16.9647231Z,2019-05-21T18:56:20.3539522Z,2019-04-08T15:29:16.9647231Z,2019-04-08,6,,2019-05-21T18:22:23.0000000Z,2019-04-08T17:16:25.0000000Z,BITEXLA,Bitex.la,https://bitex.la/
104,2019-05-22,2019-05-22T08:26:00.7286006Z,2018-10-13T17:03:50.8150924Z,2019-05-22T11:48:31.4227802Z,2018-10-13T17:03:50.8150924Z,2018-09-04,284,,2019-05-22T13:02:49.0130000Z,2018-09-04T17:03:38.8780000Z,BITFOREX,BitForex,https://bitforex.com/
105,2019-05-22,2019-05-08T00:00:00.0000000Z,2019-04-08T15:29:13.7997005Z,2019-05-22T10:51:52.5816797Z,2019-04-08T15:29:13.7997005Z,2018-12-25,56,,2019-05-22T10:10:33.0000000Z,2018-12-25T12:33:12.0000000Z,BITIBU,Bitibu,https://bitibu.com/
106,2019-05-22,2019-05-22T04:25:37.3758841Z,2019-02-08T07:47:15.6160385Z,2019-05-22T11:42:31.5720689Z,2019-02-08T07:47:15.6160385Z,2019-02-08,165,,,,BITINKA,Bitinka,https://www.bitinka.com/
107,2019-05-22,2019-05-22T08:14:31.9950163Z,2019-04-16T18:32:57.0850620Z,2019-05-22T10:48:47.1044478Z,2019-04-16T18:32:57.0850620Z,2019-04-16,26,,,,BITKUB,Bitkub,https://www.bitkub.com/
108,2019-05-22,2019-05-22T08:15:43.5008492Z,2019-02-21T13:39:20.5728310Z,2019-05-22T10:50:53.3519485Z,2019-02-21T13:39:20.5728310Z,2019-02-21,212,,2019-05-22T10:37:38.3220000Z,2019-02-21T13:39:20.9020000Z,BITMART,BitMart,https://www.bitmart.com/
109,2019-05-22,2019-05-22T08:08:53.0410996Z,2019-04-08T15:17:56.3251936Z,2019-05-22T09:13:42.0038670Z,2019-04-08T15:17:56.3251936Z,2019-04-08,110,,2019-05-14T16:09:32.8970000Z,2019-04-08T15:18:02.5080000Z,BITMAX,BitMax,https://bitmax.io/
110,2019-05-22,2019-05-08T00:00:00.0000000Z,2019-02-08T09:08:55.5368722Z,2019-05-22T09:43:07.5911140Z,2019-02-08T09:08:55.5368722Z,2019-02-08,169,,,,BITRUE,Bitrue,https://www.bitrue.com/
111,2019-05-22,2019-05-22T08:09:01.6522862Z,2019-04-08T15:18:18.8301553Z,2019-05-22T09:13:25.3291239Z,2019-04-08T15:18:18.8301553Z,2018-01-08,67,,2019-05-22T07:28:44.0000000Z,2018-01-08T01:17:20.0000000Z,BITSANE,Bitsane,https://bitsane.com/
112,2019-05-22,2019-05-16T10:47:32.9228360Z,2018-09-09T12:57:17.9973117Z,2019-05-22T11:42:29.9284868Z,2018-09-09T12:57:17.9973117Z,2018-03-25,307,,2019-05-22T12:53:23.0000000Z,2018-03-25T07:00:01.0000000Z,BITZ,Bit-Z,https://www.bit-z.com/
113,2019-05-22,2019-05-22T08:15:49.2255726Z,2019-04-08T15:17:56.2740549Z,2019-05-22T10:34:43.5816644Z,2019-04-08T15:17:56.2740549Z,2018-06-20,204,,2019-05-22T09:00:45.8670000Z,2018-06-20T14:22:32.4410000Z,BTCALPHA,BTC-Alpha,https://btc-alpha.com/
114,2019-05-22,2019-05-22T08:14:52.9586258Z,2019-04-08T15:18:03.9526203Z,2019-05-22T09:33:17.8051826Z,2019-04-08T15:18:03.9526203Z,2019-04-08,19,,2019-05-21T21:46:02.3050000Z,2019-04-08T15:20:23.7300000Z,BUDA,Buda,https://www.buda.com/
115,2019-05-22,2019-05-22T08:11:56.0000000Z,2019-02-21T13:42:50.9700312Z,2019-05-22T08:12:20.0000000Z,2019-02-21T13:42:50.9700312Z,2019-02-21,78,,2019-05-22T05:17:31.0000000Z,2019-02-21T13:42:47.0000000Z,BW,BW,https://www.bw.com/
116,2019-05-22,2019-05-22T08:13:21.0000000Z,2019-04-08T15:17:57.0000000Z,2019-05-22T10:53:55.0000000Z,2019-04-08T15:17:57.0000000Z,2019-04-08,64,,,,C2CX,C2CX,https://www.c2cx.com/
117,2019-05-22,2019-05-08T00:00:00.0000000Z,2019-02-08T07:59:20.3268409Z,2019-05-22T11:47:10.4781211Z,2019-02-08T07:59:20.3268409Z,2019-02-08,116,,,,CASHIEREST,Cashierest,https://www.cashierest.com/
118,2019-05-22,2019-05-22T07:59:14.9645276Z,2018-11-03T13:09:03.1540232Z,2019-05-22T11:41:02.1345664Z,2018-11-03T13:09:03.1540232Z,2018-04-09,177,,2019-05-22T11:42:18.6260000Z,2018-04-09T19:21:36.6980000Z,COBINHOOD,COBINHOOD,https://cobinhood.com/
119,2019-05-22,2019-05-22T08:14:57.2167096Z,2019-04-18T12:50:27.7633096Z,2019-05-22T09:13:44.6698796Z,2019-04-18T12:50:27.7633096Z,2019-04-18,102,,2019-05-22T09:03:03.0000000Z,2019-04-18T12:50:29.0000000Z,COINALL,Coinall,https://www.coinall.com/
120,2019-05-22,2019-05-22T08:15:44.5928449Z,2018-11-02T12:29:50.6703027Z,2019-05-22T10:53:38.4798890Z,2018-11-02T12:29:50.6703027Z,2018-06-08,259,,2019-05-22T11:41:26.0000000Z,2018-06-08T13:40:11.0000000Z,COINBENE,CoinBene,https://www.coinbene.com/
121,2019-05-14,2019-05-08T00:00:00.0000000Z,2019-04-08T15:19:03.6052763Z,2019-05-14T05:02:40.2619775Z,2019-04-08T15:19:03.6052763Z,2019-04-08,130,,,,COINEGG,COINEGG,https://www.coinegg.com/
122,2019-05-22,2019-05-22T08:26:56.5630000Z,2018-01-24T00:21:57.1628343Z,2019-05-22T11:47:11.8120000Z,2018-01-24T00:21:57.1628343Z,2018-01-24,1137,,,,COINEXCHANGE,CoinExchange,https://www.coinexchange.io/
123,,,,,,,28,,,,COINFALCON,CoinFalcon,https://coinfalcon.com/
124,2019-05-22,2019-05-22T08:00:47.4388778Z,2019-04-18T12:50:27.9351772Z,2019-05-22T09:19:47.8286901Z,2019-04-18T12:50:27.9351772Z,2018-11-29,33,,2019-05-22T04:38:18.0000000Z,2018-11-29T15:56:57.0000000Z,COINHUB,Coinhub,https://coinhub.io/
125,2019-05-22,2019-05-08T00:00:00.0000000Z,2019-04-08T15:33:59.7240510Z,2019-05-22T10:40:53.1108501Z,2019-04-08T15:33:59.7240510Z,2019-04-08,9,,2019-05-22T06:50:25.8006820Z,2019-04-09T09:58:50.9245670Z,COINJAR,CoinJar,https://www.coinjar.com/
126,2019-05-22,2019-05-22T08:14:51.0489087Z,2019-04-08T15:19:05.2653890Z,2019-05-22T00:22:21.1756116Z,2019-04-08T15:19:05.2653890Z,2018-07-04,53,,2019-05-22T11:28:48.9810000Z,2018-07-04T02:35:28.0000000Z,COINMEX,CoinMex,https://www.coinmex.com/
127,,,,,,,92,,,,COINROOM,Coinroom,https://coinroom.com/
128,2019-05-22,2019-05-22T08:11:59.9620000Z,2018-11-08T20:09:36.9821552Z,2019-05-22T07:38:32.9050000Z,2018-11-08T20:09:36.9821552Z,2018-08-15,8,,2019-05-22T06:48:30.7930000Z,2018-08-15T15:47:03.8050000Z,COINSPRO,Coins Pro,https://pro.coins.asia/
129,2019-05-22,2019-05-22T08:05:08.9928165Z,2018-11-20T15:24:51.7878874Z,2019-05-22T10:35:42.5571907Z,2018-11-20T15:24:51.7878874Z,2018-11-20,174,,2019-05-22T12:58:44.0000000Z,2018-11-20T15:24:51.0020000Z,COINTIGER,CoinTiger,https://www.cointiger.com/
130,2019-05-22,2019-05-22T00:26:02.9923028Z,2019-04-23T10:02:37.6631490Z,2019-05-22T09:03:20.5839620Z,2019-04-23T10:02:37.6631490Z,2019-04-23,32,,2019-05-21T20:36:48.1860000Z,2019-04-25T01:25:06.8750000Z,COINUT,Coinut,https://coinut.com/
131,2019-05-22,2019-05-22T08:15:49.9238674Z,2019-04-19T01:38:15.1717028Z,2019-05-22T10:53:43.8334794Z,2019-04-19T01:38:15.1717028Z,2019-04-19,100,,,,COINZEST,CoinZest,https://www.coinzest.co.kr/
132,2019-05-22,2019-05-22T08:15:41.1460000Z,2019-04-08T15:18:19.4240000Z,2019-05-22T10:53:13.3770000Z,2019-04-08T15:18:19.4240000Z,2018-12-07,295,,2019-05-22T11:31:34.6400000Z,2018-12-07T07:16:05.4320000Z,COSS,COSS,https://www.coss.io/
133,2019-05-22,2019-05-22T08:14:52.6810194Z,2019-04-08T15:17:55.4599973Z,2019-05-22T10:45:29.5505296Z,2019-04-08T15:17:55.4599973Z,2017-12-18,83,,2019-05-22T06:52:02.0000000Z,2017-12-18T17:36:08.0000000Z,CPATEX,C-Patex,https://c-patex.com/
134,2019-05-22,2019-05-22T08:15:32.9870746Z,2019-04-08T15:17:55.0957550Z,2019-05-22T10:55:16.5402017Z,2019-04-08T15:17:55.0957550Z,2019-04-08,848,,2019-05-22T11:36:06.0000000Z,2019-04-08T15:19:22.0000000Z,CREX24,Crex24,https://crex24.com/
135,2019-05-22,2019-05-08T00:00:00.0000000Z,2019-04-08T15:17:55.5549491Z,2019-05-22T09:44:47.3191046Z,2019-04-08T15:17:55.5549491Z,2017-07-13,5,,2019-05-21T18:06:56.0000000Z,2017-07-13T12:11:32.0000000Z,CRXZONE,CRXzone,https://www.crxzone.com/
136,2019-05-22,2019-05-22T08:15:50.2287818Z,2019-04-08T15:18:06.5579239Z,2019-05-21T12:50:44.8716985Z,2019-04-08T15:18:06.5579239Z,2018-08-13,621,,2019-05-20T12:09:56.0000000Z,2018-08-13T18:04:30.0000000Z,CRYPTALDASH,CryptalDash,https://www.cryptaldash.com/
137,2019-05-22,2019-05-08T00:00:00.0000000Z,2019-04-08T15:50:11.1032719Z,2019-05-22T10:47:54.6295296Z,2019-04-08T15:50:11.1032719Z,2019-04-08,527,,,,CRYPTOBRIDGE,CryptoBridge,https://crypto-bridge.org/
138,2019-05-22,2019-05-22T07:37:57.1446880Z,2019-04-08T15:18:05.5157450Z,2019-05-22T06:03:57.4383819Z,2019-04-08T15:18:05.5157450Z,2019-04-08,20,,2019-05-19T18:25:11.1906460Z,2019-04-08T15:22:54.8750640Z,CRYPTOMKT,CryptoMarket,https://www.cryptomkt.com/
139,2019-05-21,2019-05-08T00:00:00.0000000Z,2019-04-08T15:29:02.1642974Z,2019-05-21T13:41:35.0787095Z,2019-04-08T15:29:02.1642974Z,2018-08-27,61,,2019-05-14T15:38:00.6568700Z,2018-08-27T02:08:57.5597020Z,CRYPTONBTC,Crypton,https://cryptonbtc.com/
140,2019-05-22,2019-05-22T08:15:42.2846475Z,2019-01-22T20:19:06.9087747Z,2019-05-22T10:49:07.4422416Z,2019-01-22T20:19:06.9087747Z,2019-01-22,239,,,,DDEX,DDEX,https://ddex.io/
141,2019-04-16,2019-04-16T00:00:00.0000000Z,2019-02-19T17:11:50.0000000Z,2019-04-16T00:00:00.0000000Z,2019-02-19T17:11:50.0000000Z,2019-02-19,233,,2019-04-16T00:00:00.0000000Z,2019-02-19T09:23:18.0000000Z,DIGIFINEX,DigiFinex,https://www.digifinex.com/
142,,,,,,,349,,,,ETHFINEX,Ethfinex,https://www.ethfinex.com/
143,2019-04-17,2019-04-17T00:00:00.0000000Z,2018-04-13T16:05:15.5662427Z,2019-04-17T00:00:00.0000000Z,2018-04-13T16:05:15.5662427Z,2018-04-10,156,,2019-04-16T00:00:00.0000000Z,2018-04-10T18:18:25.0000000Z,EXTRADE,1EX.Trade,https://1ex.trade/
144,2019-05-22,2019-05-22T08:26:34.0000000Z,2018-10-17T07:33:03.0000000Z,2019-05-22T11:48:38.0000000Z,2018-10-17T07:33:03.0000000Z,2018-07-21,206,,2019-05-22T13:02:09.0000000Z,2018-07-21T12:25:57.0000000Z,EXX,EXX,https://www.exx.com/
145,2019-05-21,2019-05-16T16:05:50.2320940Z,2019-04-08T15:33:51.6786671Z,2019-05-21T22:35:47.1091567Z,2019-04-08T15:33:51.6786671Z,2019-04-05,1,,2019-05-21T16:01:20.0000000Z,2019-04-05T06:19:12.0000000Z,EZBTC,ezBtc,https://www.ezbtc.ca/
146,2019-05-22,2019-05-22T07:53:40.7186932Z,2019-04-08T15:17:45.9541523Z,2019-05-22T08:52:22.5163398Z,2019-04-08T15:17:45.9541523Z,2018-09-03,5,,2019-05-22T08:52:22.0000000Z,2018-09-03T17:55:35.0000000Z,FISCO,Fisco,https://fcce.jp/
147,2019-05-22,2019-05-22T08:15:44.5928449Z,2019-04-08T15:18:02.2897595Z,2019-05-22T09:51:36.6855452Z,2019-04-08T15:18:02.2897595Z,2018-02-23,76,,2019-05-20T05:36:56.0000000Z,2018-02-23T12:04:51.0000000Z,GOPAX,GOPAX,https://www.gopax.co.kr/
148,2019-05-22,2019-05-22T08:15:23.0708221Z,2019-04-08T15:18:05.3893240Z,2019-05-22T10:55:12.3942560Z,2019-04-08T15:18:05.3893240Z,2018-05-23,396,,2019-05-22T11:41:44.0000000Z,2018-05-23T17:26:19.0000000Z,GRAVIEX,Graviex,https://graviex.net/
149,2019-05-22,2019-05-22T08:11:30.5022350Z,2018-11-10T15:29:31.7889589Z,2019-05-22T10:48:11.4246124Z,2018-11-10T15:29:31.7889589Z,2018-11-10,449,,2019-05-22T10:00:24.8020000Z,2018-11-10T13:47:26.2730000Z,HADAX,Hadax,https://www.hadax.com
150,2019-05-22,,,,,2019-05-04,15,,2019-05-22T11:34:28.0000000Z,2019-05-04T17:55:31.0000000Z,ICE3X,iCE3X,https://ice3x.com/
151,2019-05-22,2019-05-22T08:15:44.9007791Z,2019-02-05T23:28:43.4514691Z,2019-05-22T10:55:08.1503858Z,2019-02-05T23:28:43.4514691Z,2019-02-03,304,,2019-04-17T00:00:00.0000000Z,2019-02-03T15:53:24.0000000Z,IDAX,IDAX,https://www.idax.pro/
152,2019-05-22,2019-05-22T08:01:22.6088308Z,2019-02-05T23:29:27.8946927Z,2019-05-22T10:35:30.0588338Z,2019-02-05T23:29:27.8946927Z,2019-02-03,67,,2019-05-22T01:09:59.0000000Z,2019-02-03T15:53:24.0000000Z,IDCM,IDCM,https://www.idcm.io/
153,,,,,,,1244,,,,IDEX,IDEX,https://idex.market/
154,2019-05-15,2019-05-15T12:14:50.7644554Z,2019-04-08T15:18:02.1868547Z,2019-05-14T23:16:40.7311225Z,2019-04-08T15:18:02.1868547Z,2019-04-05,27,,2019-05-15T09:29:04.0000000Z,2019-04-05T01:28:39.0000000Z,INDODAX,Indodax,https://indodax.com/
155,2019-05-22,2019-05-22T08:15:34.5116214Z,2019-05-05T06:18:06.7114893Z,2019-05-22T09:59:30.9381192Z,2019-05-05T06:18:06.7114893Z,2018-09-29,199,,2019-05-22T16:26:47.0000000Z,2018-09-29T06:20:08.0000000Z,INSTANTBITEX,Instant Bitex,https://instantbitex.com/
156,2019-05-22,2019-05-22T07:39:58.3482323Z,2019-04-08T15:18:01.1770888Z,2019-05-22T06:03:48.2508895Z,2019-04-08T15:18:01.1770888Z,2019-04-02,4,,2019-05-21T20:49:49.0000000Z,2019-04-02T15:36:07.0000000Z,ISX,ISX,https://beta.isx.is/
157,2019-05-22,2019-05-22T08:12:17.9240000Z,2019-04-08T15:19:05.1120000Z,2019-05-22T07:49:38.9560000Z,2019-04-08T15:19:05.1120000Z,2019-01-03,40,,2019-05-22T06:15:09.8070000Z,2019-01-03T03:11:04.0750000Z,KRYPTONO,Kryptono,https://kryptono.exchange/
158,2019-05-22,2019-05-22T08:15:25.9160098Z,2019-02-05T23:23:14.7624695Z,2019-05-22T10:50:48.0990642Z,2019-02-05T23:23:14.7624695Z,2018-08-26,147,,2019-05-22T10:44:50.2710000Z,2018-08-26T14:38:37.4660000Z,LBANK,LBank,https://www.lbank.info/
159,2019-05-22,2019-05-22T03:53:37.6240307Z,2019-04-18T12:44:36.0137903Z,2019-05-22T03:53:37.6240307Z,2019-04-18T12:44:36.0137903Z,2019-04-18,4,,2019-05-20T15:47:28.7550000Z,2019-04-18T22:58:33.3790000Z,LXDX,LXDX,https://www.lxdx.co
160,2019-05-22,2019-05-22T08:26:45.5228511Z,2018-01-24T00:21:30.1220000Z,2019-05-22T11:48:06.1344786Z,2018-01-24T00:21:30.1220000Z,2018-01-24,268,,,,LYKKE,Lykke,https://www.lykke.com/
161,2019-05-22,2019-05-08T00:00:00.0000000Z,2018-10-15T09:25:26.8771992Z,2019-05-22T11:48:09.4232924Z,2018-10-15T09:25:26.8771992Z,2018-10-15,582,,,,MERCATOX,MERCATOX,https://mercatox.com
162,2019-05-20,2019-05-20T09:38:23.0855043Z,2019-02-05T23:23:14.0000000Z,2019-05-20T09:35:50.7230520Z,2019-02-05T23:23:14.0000000Z,2018-10-24,3,,2019-05-18T15:41:35.0000000Z,2018-10-24T11:15:21.0000000Z,MODIAX,MODIAX,https://www.modiax.com/
163,2019-05-22,2019-05-22T08:10:49.2364909Z,2019-04-08T15:17:57.9165736Z,2019-05-22T09:13:11.1924175Z,2019-04-08T15:17:57.9165736Z,2019-04-08,7,,,,NEGOCIECOINS,Negocie Coins,http://www.negociecoins.com.br/
164,,,,,,,17,,,,NERAEXPRO,Neraex,https://neraex.pro/
165,2019-05-21,2019-05-19T15:46:57.9504729Z,2019-04-08T15:28:53.9561591Z,2019-05-21T23:15:51.2752779Z,2019-04-08T15:28:53.9561591Z,2019-04-06,1,,2019-05-21T22:45:50.0000000Z,2019-04-06T23:07:24.0000000Z,NOCKS,Nocks,https://nocks.com/
166,2019-05-22,2019-05-20T04:31:37.1098765Z,2019-04-08T15:19:04.0034189Z,2019-05-22T09:13:12.0000000Z,2019-04-08T15:19:04.0034189Z,2019-04-08,40,,2019-05-22T20:49:05.0000000Z,2019-04-08T04:44:03.0000000Z,OOOBTC,OOOBTC,https://www.ooobtc.com/
167,2019-05-22,2019-05-22T08:15:26.4767521Z,2019-04-08T15:18:00.4299525Z,2019-05-22T10:33:02.0408698Z,2019-04-08T15:18:00.4299525Z,2017-10-08,530,,2019-05-22T10:07:03.0000000Z,2017-10-08T21:10:39.0000000Z,OPENLEDGER,OpenLedger DEX,https://dex.openledger.io/
168,2019-05-22,2019-05-22T08:15:39.6589819Z,2019-04-08T15:18:07.0167609Z,2019-05-22T10:54:15.3997922Z,2019-04-08T15:18:07.0167609Z,2018-02-10,99,,2019-05-22T10:03:00.0000000Z,2018-02-10T01:03:31.0000000Z,OTCBTC,OTCBTC,https://otcbtc.com/
169,2019-05-22,2019-05-22T08:15:42.7297087Z,2019-04-08T15:18:03.8366018Z,2019-05-22T09:13:18.3310864Z,2019-04-08T15:18:03.8366018Z,2019-04-08,17,,2019-05-02T00:00:00.0000000Z,2019-04-08T15:28:37.8810000Z,OVIS,Ovis,https://www.ovis.com.tr/
170,2019-05-20,2019-05-20T10:29:56.7627276Z,2019-04-08T15:19:03.3086962Z,2019-05-20T10:42:08.1400690Z,2019-04-08T15:19:03.3086962Z,2018-10-26,474,,2019-05-19T07:34:29.1600000Z,2018-10-26T06:54:25.8040000Z,P2PB2B,p2pb2b,https://p2pb2b.io/
171,2019-05-22,2019-05-22T08:01:56.7222647Z,2019-04-18T09:51:49.0932046Z,2019-05-22T09:13:25.4052712Z,2019-04-18T09:51:49.0932046Z,2019-04-18,1,,2019-04-24T00:00:00.0000000Z,2019-04-19T05:49:01.3590000Z,RIGHTBTC,RIGHTBTC,https://www.rightbtc.com/
172,2019-05-22,2019-05-20T06:02:53.1895652Z,2019-04-08T20:44:37.6240192Z,2019-05-22T10:27:45.9165170Z,2019-04-08T20:44:37.6240192Z,2019-04-08,7,,,,SATANGPRO,Satang Pro,https://satang.pro/
173,2019-05-22,2019-05-22T08:14:35.5023249Z,2019-02-05T23:26:47.3672455Z,2019-05-22T06:20:37.9853386Z,2019-02-05T23:26:47.3672455Z,2019-02-03,412,,2019-05-22T06:18:32.0000000Z,2019-02-03T07:52:08.0000000Z,SIMEX,SIMEX,https://simex.global/
174,2019-05-22,2019-05-08T00:00:00.0000000Z,2019-04-08T15:17:55.3330949Z,2019-05-22T10:44:05.9106387Z,2019-04-08T15:17:55.3330949Z,2019-04-08,285,,,,SISTEMKOIN,Sistemkoin,https://sistemkoin.com/
175,2019-05-22,2019-05-22T08:15:49.3950191Z,2019-01-28T11:54:44.3898047Z,2019-05-22T10:55:49.3349061Z,2019-01-28T11:54:44.3898047Z,2019-01-27,470,,2019-05-22T11:41:55.0000000Z,2019-01-27T18:48:16.0000000Z,STEX,STEX,https://www.stex.com/
176,2019-04-30,2019-04-30T00:00:00.0000000Z,2019-04-08T15:17:54.1560666Z,2019-04-30T00:00:00.0000000Z,2019-04-08T15:17:54.1560666Z,2019-04-08,9,,2019-04-25T00:00:00.0000000Z,2019-04-08T08:19:05.0000000Z,STRONGHOLD,Stronghold,https://stronghold.co/
177,2019-05-22,2019-05-22T08:15:30.3824060Z,2019-04-18T12:50:23.1966422Z,2019-05-22T10:53:31.5593505Z,2019-04-18T12:50:23.1966422Z,2019-04-18,164,,2019-05-22T10:47:56.0000000Z,2019-04-18T12:50:27.0000000Z,SWITCHEO,Switcheo Network,https://switcheo.network/
178,2019-05-22,2019-05-22T08:15:03.2990539Z,2019-04-08T15:17:58.6208307Z,2019-05-22T09:28:32.9136562Z,2019-04-08T15:17:58.6208307Z,2018-09-15,33,,2019-05-22T07:28:25.0000000Z,2018-09-15T10:07:08.0000000Z,TOKENOMY,Tokenomy,https://tokenomy.com/
179,2019-05-22,2019-05-22T08:15:36.9259183Z,2019-04-08T15:17:58.1915392Z,2019-05-22T10:20:47.2648867Z,2019-04-08T15:17:58.1915392Z,2017-09-17,306,,2019-05-22T09:49:36.2630000Z,2017-09-17T11:10:12.5100000Z,TOKENSTORE,Token Store,https://token.store/
