,pairing_name,total_volume
0,BINANCE_BTT_USDT.csv,4197679093362.0
1,GATEIO_TIPS_ETH.csv,1774796337273.7766
2,BINANCE_BTT_BTC.csv,1480755634187.0
3,UPBIT_BTT_KRW.csv,1407733649507.819
4,BINANCE_NPXS_BTC.csv,889000729654.0
5,BINANCE_HOT_BTC.csv,866836581611.0
6,BINANCE_HOT_ETH.csv,422342195689.0
7,BINANCE_DENT_BTC.csv,349610720270.0
8,BINANCE_NPXS_ETH.csv,338481899070.0
9,UPBIT_NPXS_KRW.csv,329852556820.4156
